Export, ADVAPI32.dll
Ordinal	Address	Name
00000238	77E2BB58	SetServiceObjectSecurity
00000239	77DE7E48	SetServiceStatus
0000023A	77DD1E87	SetThreadToken
0000023B	77E093E2	SetTokenInformation
0000023C	77E1DD1C	SetTraceCallback
0000023D	77E0E88D	SetUserFileEncryptionKey
0000023E	77DE8075	StartServiceA
0000023F	77DE1EBD	StartServiceCtrlDispatcherA
00000240	77DE1646	StartServiceCtrlDispatcherW
00000241	77DE7ED9	StartServiceW
00000242	77E20977	StartTraceA
00000243	77E20EBE	StartTraceW
00000244	77E22E56	StopTraceA
00000245	77E22E70	StopTraceW
00000246	77E0B396	SynchronizeWindows31FilesAndWindowsNTRegistry
